Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"TCL","Cultures et produits animaux","398","Kazakhstan","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","3777","A","Chiffre officiel"
"TCL","Cultures et produits animaux","404","Kenya","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","75.14","A","Chiffre officiel"
"TCL","Cultures et produits animaux","404","Kenya","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","293","A","Chiffre officiel"
"TCL","Cultures et produits animaux","404","Kenya","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","22.32","A","Chiffre officiel"
"TCL","Cultures et produits animaux","404","Kenya","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","83","A","Chiffre officiel"
"TCL","Cultures et produits animaux","417","Kirghizistan","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","23141.71","A","Chiffre officiel"
"TCL","Cultures et produits animaux","417","Kirghizistan","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","28868","A","Chiffre officiel"
"TCL","Cultures et produits animaux","417","Kirghizistan","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","156","A","Chiffre officiel"
"TCL","Cultures et produits animaux","417","Kirghizistan","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","180","A","Chiffre officiel"
"TCL","Cultures et produits animaux","296","Kiribati","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","956.78","A","Chiffre officiel"
"TCL","Cultures et produits animaux","296","Kiribati","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","2098","A","Chiffre officiel"
"TCL","Cultures et produits animaux","414","Koweït","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","131028.14","A","Chiffre officiel"
"TCL","Cultures et produits animaux","414","Koweït","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","271768","A","Chiffre officiel"
"TCL","Cultures et produits animaux","414","Koweït","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","3380.66","A","Chiffre officiel"
"TCL","Cultures et produits animaux","414","Koweït","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","8520","A","Chiffre officiel"
"TCL","Cultures et produits animaux","426","Lesotho","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","7727.52","A","Chiffre officiel"
"TCL","Cultures et produits animaux","426","Lesotho","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","26943","A","Chiffre officiel"
"TCL","Cultures et produits animaux","428","Lettonie","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","34695.41","A","Chiffre officiel"
"TCL","Cultures et produits animaux","428","Lettonie","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","43540","A","Chiffre officiel"
"TCL","Cultures et produits animaux","428","Lettonie","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","15144.54","A","Chiffre officiel"
"TCL","Cultures et produits animaux","428","Lettonie","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","27539","A","Chiffre officiel"
"TCL","Cultures et produits animaux","422","Liban","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","7848.18","A","Chiffre officiel"
"TCL","Cultures et produits animaux","422","Liban","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","19074","A","Chiffre officiel"
"TCL","Cultures et produits animaux","422","Liban","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","1364.4","A","Chiffre officiel"
"TCL","Cultures et produits animaux","422","Liban","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","725","A","Chiffre officiel"
"TCL","Cultures et produits animaux","430","Libéria","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","41180.36","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","430","Libéria","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","30162","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","430","Libéria","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","27.5","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","430","Libéria","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","9","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","434","Libye","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","35190.34","A","Chiffre officiel"
"TCL","Cultures et produits animaux","434","Libye","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","51504","A","Chiffre officiel"
"TCL","Cultures et produits animaux","440","Lituanie","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","35085.39","A","Chiffre officiel"
"TCL","Cultures et produits animaux","440","Lituanie","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","50329","A","Chiffre officiel"
"TCL","Cultures et produits animaux","440","Lituanie","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","52865.7","A","Chiffre officiel"
"TCL","Cultures et produits animaux","440","Lituanie","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","102869","A","Chiffre officiel"
"TCL","Cultures et produits animaux","442","Luxembourg","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","7521.03","A","Chiffre officiel"
"TCL","Cultures et produits animaux","442","Luxembourg","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","34644","A","Chiffre officiel"
"TCL","Cultures et produits animaux","442","Luxembourg","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","310.9","A","Chiffre officiel"
"TCL","Cultures et produits animaux","442","Luxembourg","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","1735","A","Chiffre officiel"
"TCL","Cultures et produits animaux","807","Macédoine du Nord","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","36647.87","A","Chiffre officiel"
"TCL","Cultures et produits animaux","807","Macédoine du Nord","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","50978","A","Chiffre officiel"
"TCL","Cultures et produits animaux","807","Macédoine du Nord","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","435.6","A","Chiffre officiel"
"TCL","Cultures et produits animaux","807","Macédoine du Nord","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","455","A","Chiffre officiel"
"TCL","Cultures et produits animaux","458","Malaisie","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","66697.04","A","Chiffre officiel"
"TCL","Cultures et produits animaux","458","Malaisie","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","141671","A","Chiffre officiel"
"TCL","Cultures et produits animaux","458","Malaisie","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","8207.78","A","Chiffre officiel"
"TCL","Cultures et produits animaux","458","Malaisie","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","9848","A","Chiffre officiel"
"TCL","Cultures et produits animaux","454","Malawi","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","352.84","A","Chiffre officiel"
"TCL","Cultures et produits animaux","454","Malawi","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","871","A","Chiffre officiel"
"TCL","Cultures et produits animaux","454","Malawi","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","204.4","A","Chiffre officiel"
"TCL","Cultures et produits animaux","454","Malawi","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","413","A","Chiffre officiel"
"TCL","Cultures et produits animaux","462","Maldives","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","11248.29","A","Chiffre officiel"
"TCL","Cultures et produits animaux","462","Maldives","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","21258","A","Chiffre officiel"
"TCL","Cultures et produits animaux","466","Mali","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","497.21","A","Chiffre officiel"
"TCL","Cultures et produits animaux","466","Mali","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","742","A","Chiffre officiel"
"TCL","Cultures et produits animaux","470","Malte","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","5245.84","A","Chiffre officiel"
"TCL","Cultures et produits animaux","470","Malte","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","13388","A","Chiffre officiel"
"TCL","Cultures et produits animaux","470","Malte","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","5.09","A","Chiffre officiel"
"TCL","Cultures et produits animaux","470","Malte","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","8","A","Chiffre officiel"
"TCL","Cultures et produits animaux","504","Maroc","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","404.35","A","Chiffre officiel"
"TCL","Cultures et produits animaux","504","Maroc","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","877","A","Chiffre officiel"
"TCL","Cultures et produits animaux","504","Maroc","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","224.11","A","Chiffre officiel"
"TCL","Cultures et produits animaux","504","Maroc","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","290","A","Chiffre officiel"
"TCL","Cultures et produits animaux","480","Maurice","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","49.45","A","Chiffre officiel"
"TCL","Cultures et produits animaux","480","Maurice","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","92","A","Chiffre officiel"
"TCL","Cultures et produits animaux","480","Maurice","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","0.35","A","Chiffre officiel"
"TCL","Cultures et produits animaux","480","Maurice","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","1","A","Chiffre officiel"
"TCL","Cultures et produits animaux","478","Mauritanie","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","23473","A","Chiffre officiel"
"TCL","Cultures et produits animaux","478","Mauritanie","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","18550","A","Chiffre officiel"
"TCL","Cultures et produits animaux","484","Mexique","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","788451.84","A","Chiffre officiel"
"TCL","Cultures et produits animaux","484","Mexique","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","817412","A","Chiffre officiel"
"TCL","Cultures et produits animaux","484","Mexique","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","3726.07","A","Chiffre officiel"
"TCL","Cultures et produits animaux","484","Mexique","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","3456","A","Chiffre officiel"
"TCL","Cultures et produits animaux","496","Mongolie","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","9378.2","A","Chiffre officiel"
"TCL","Cultures et produits animaux","496","Mongolie","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","14824","A","Chiffre officiel"
"TCL","Cultures et produits animaux","499","Monténégro","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","6749.48","A","Chiffre officiel"
"TCL","Cultures et produits animaux","499","Monténégro","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","14123","A","Chiffre officiel"
"TCL","Cultures et produits animaux","499","Monténégro","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","0.16","A","Chiffre officiel"
"TCL","Cultures et produits animaux","499","Monténégro","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","1","A","Chiffre officiel"
"TCL","Cultures et produits animaux","508","Mozambique","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","22211.56","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","508","Mozambique","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","37814","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","104","Myanmar","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","20.4","A","Chiffre officiel"
"TCL","Cultures et produits animaux","104","Myanmar","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","49","A","Chiffre officiel"
"TCL","Cultures et produits animaux","516","Namibie","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","26899.36","A","Chiffre officiel"
"TCL","Cultures et produits animaux","516","Namibie","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","29968","A","Chiffre officiel"
"TCL","Cultures et produits animaux","516","Namibie","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","11427.6","A","Chiffre officiel"
"TCL","Cultures et produits animaux","516","Namibie","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","11214","A","Chiffre officiel"
"TCL","Cultures et produits animaux","520","Nauru","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","577.18","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","520","Nauru","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","1751","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","524","Népal","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","114.76","A","Chiffre officiel"
"TCL","Cultures et produits animaux","524","Népal","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","619","A","Chiffre officiel"
"TCL","Cultures et produits animaux","558","Nicaragua","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","5225.63","A","Chiffre officiel"
"TCL","Cultures et produits animaux","558","Nicaragua","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","6619","A","Chiffre officiel"
"TCL","Cultures et produits animaux","562","Niger","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","2182","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","562","Niger","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","2778","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","566","Nigéria","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","12632.26","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","566","Nigéria","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","20650","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","566","Nigéria","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","12.8","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","566","Nigéria","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","1","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","570","Nioué","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","52.85","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","570","Nioué","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","298","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","578","Norvège","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","525.81","A","Chiffre officiel"
"TCL","Cultures et produits animaux","578","Norvège","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","1336","A","Chiffre officiel"
"TCL","Cultures et produits animaux","578","Norvège","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","19.36","A","Chiffre officiel"
"TCL","Cultures et produits animaux","578","Norvège","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","90","A","Chiffre officiel"
"TCL","Cultures et produits animaux","540","Nouvelle-Calédonie","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","8216.11","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","540","Nouvelle-Calédonie","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","17013","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","554","Nouvelle-Zélande","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","16542.24","A","Chiffre officiel"
"TCL","Cultures et produits animaux","554","Nouvelle-Zélande","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","40123","A","Chiffre officiel"
"TCL","Cultures et produits animaux","512","Oman","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","121508.28","A","Chiffre officiel"
"TCL","Cultures et produits animaux","512","Oman","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","199227","A","Chiffre officiel"
"TCL","Cultures et produits animaux","512","Oman","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","16047.24","A","Chiffre officiel"
"TCL","Cultures et produits animaux","512","Oman","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","51076","A","Chiffre officiel"
"TCL","Cultures et produits animaux","800","Ouganda","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","184.05","A","Chiffre officiel"
"TCL","Cultures et produits animaux","800","Ouganda","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","253","A","Chiffre officiel"
"TCL","Cultures et produits animaux","800","Ouganda","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","204.53","A","Chiffre officiel"
"TCL","Cultures et produits animaux","800","Ouganda","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","609","A","Chiffre officiel"
"TCL","Cultures et produits animaux","860","Ouzbékistan","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","7695.82","A","Chiffre officiel"
"TCL","Cultures et produits animaux","860","Ouzbékistan","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","7018","A","Chiffre officiel"
"TCL","Cultures et produits animaux","586","Pakistan","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","64.48","A","Chiffre officiel"
"TCL","Cultures et produits animaux","586","Pakistan","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","123","A","Chiffre officiel"
"TCL","Cultures et produits animaux","586","Pakistan","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","3383.58","A","Chiffre officiel"
"TCL","Cultures et produits animaux","586","Pakistan","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","3734","A","Chiffre officiel"
"TCL","Cultures et produits animaux","275","Palestine","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","7900","E","Valeur estimée"
"TCL","Cultures et produits animaux","275","Palestine","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","15861","A","Chiffre officiel"
"TCL","Cultures et produits animaux","591","Panama","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","11639.42","I","Valeur imputée"
"TCL","Cultures et produits animaux","591","Panama","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","14032","A","Chiffre officiel"
"TCL","Cultures et produits animaux","591","Panama","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","1031.53","I","Valeur imputée"
"TCL","Cultures et produits animaux","591","Panama","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","1502","A","Chiffre officiel"
"TCL","Cultures et produits animaux","598","Papouasie-Nouvelle-Guinée","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","22715.16","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","598","Papouasie-Nouvelle-Guinée","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","31274","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","600","Paraguay","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","4468.83","A","Chiffre officiel"
"TCL","Cultures et produits animaux","600","Paraguay","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","4558","A","Chiffre officiel"
"TCL","Cultures et produits animaux","528","Pays-Bas","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","358733.38","A","Chiffre officiel"
"TCL","Cultures et produits animaux","528","Pays-Bas","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","779647","A","Chiffre officiel"
"TCL","Cultures et produits animaux","528","Pays-Bas","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","1181641.25","A","Chiffre officiel"
"TCL","Cultures et produits animaux","528","Pays-Bas","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","2264596","A","Chiffre officiel"
"TCL","Cultures et produits animaux","604","Pérou","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","46126.43","A","Chiffre officiel"
"TCL","Cultures et produits animaux","604","Pérou","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","53053","A","Chiffre officiel"
"TCL","Cultures et produits animaux","604","Pérou","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","13.01","A","Chiffre officiel"
"TCL","Cultures et produits animaux","604","Pérou","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","51","A","Chiffre officiel"
"TCL","Cultures et produits animaux","608","Philippines","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","246015.63","A","Chiffre officiel"
"TCL","Cultures et produits animaux","608","Philippines","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","221511","A","Chiffre officiel"
"TCL","Cultures et produits animaux","608","Philippines","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","310.52","A","Chiffre officiel"
"TCL","Cultures et produits animaux","608","Philippines","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","1143","A","Chiffre officiel"
"TCL","Cultures et produits animaux","616","Pologne","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","31348.32","A","Chiffre officiel"
"TCL","Cultures et produits animaux","616","Pologne","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","55878","A","Chiffre officiel"
"TCL","Cultures et produits animaux","616","Pologne","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","725319.87","A","Chiffre officiel"
"TCL","Cultures et produits animaux","616","Pologne","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","1319580","A","Chiffre officiel"
"TCL","Cultures et produits animaux","258","Polynésie française","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","15699.87","A","Chiffre officiel"
"TCL","Cultures et produits animaux","258","Polynésie française","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","25857","A","Chiffre officiel"
"TCL","Cultures et produits animaux","258","Polynésie française","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","0.01","A","Chiffre officiel"
"TCL","Cultures et produits animaux","258","Polynésie française","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","0","A","Chiffre officiel"
"TCL","Cultures et produits animaux","620","Portugal","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","37998.25","A","Chiffre officiel"
"TCL","Cultures et produits animaux","620","Portugal","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","72439","A","Chiffre officiel"
"TCL","Cultures et produits animaux","620","Portugal","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","33629.78","A","Chiffre officiel"
"TCL","Cultures et produits animaux","620","Portugal","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","52711","A","Chiffre officiel"
"TCL","Cultures et produits animaux","634","Qatar","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","138567.45","A","Chiffre officiel"
